player,team,stat_category,game_id,car,yds,avg,td,long
Ulysses Bentley IV,IND,rushing,401773001,7,35,5.0,0,10
Riley Leonard,IND,rushing,401773001,4,34,8.5,0,21
Khalil Herbert,IND,rushing,401773001,7,29,4.1,1,17
DJ Giddens,IND,rushing,401773001,6,17,2.8,0,7
Tyler Goodson,IND,rushing,401773001,4,11,2.8,0,5
