player,team,stat_category,game_id,rec,yds,avg,td,long,tgts
Bijan Robinson,ATL,receiving,401772830,6,100,16.7,1,50,7
Kyle Pitts Sr.,ATL,receiving,401772830,7,59,8.4,0,14,8
Drake London,ATL,receiving,401772830,8,55,6.9,0,12,15
Ray-Ray McCloud III,ATL,receiving,401772830,3,51,17.0,0,24,5
Casey Washington,ATL,receiving,401772830,3,33,11.0,0,19,6
KhaDarel Hodge,ATL,receiving,401772830,0,0,0.0,0,0,1
