player,team,stat_category,game_id,rec,yds,avg,td,long,tgts
Mike Evans,TB,bay receiving,401671883,7,92,13.1,1,23,7
Jalen McMillan,TB,bay receiving,401671883,2,41,20.5,0,26,4
Cade Otton,TB,bay receiving,401671883,2,32,16.0,0,20,2
Rachaad White,TB,bay receiving,401671883,2,14,7.0,0,13,2
Bucky Irving,TB,bay receiving,401671883,2,6,3.0,1,4,2
