player,team,stat_category,game_id,car,yds,avg,td,long
Bo Nix,DEN,rushing,401671881,4,43,10.8,0,18
Javonte Williams,DEN,rushing,401671881,7,29,4.1,0,6
Tyler Badie,DEN,rushing,401671881,2,8,4.0,0,7
Marvin Mims Jr.,DEN,rushing,401671881,2,1,0.5,0,4
Jaleel McLaughlin,DEN,rushing,401671881,2,-2,-1.0,0,1
