player,team,stat_category,game_id,car,yds,avg,td,long
Baker Mayfield,TB,bay rushing,401772830,5,39,7.8,0,20
Bucky Irving,TB,bay rushing,401772830,14,37,2.6,0,9
Rachaad White,TB,bay rushing,401772830,2,14,7.0,0,11
Emeka Egbuka,TB,bay rushing,401772830,1,9,9.0,0,9
Sean Tucker,TB,bay rushing,401772830,1,2,2.0,0,2
