player,team,stat_category,game_id,car,yds,avg,td,long
David Montgomery,DET,rushing,401772722,11,25,2.3,0,6
Jahmyr Gibbs,DET,rushing,401772722,9,19,2.1,0,14
Jameson Williams,DET,rushing,401772722,1,3,3.0,0,3
Jared Goff,DET,rushing,401772722,1,-1,-1.0,0,-1
