player,team,stat_category,game_id,car,yds,avg,td,long
Jacory Croskey-Merritt,WAS,rushing,401772827,10,82,8.2,1,42
Jayden Daniels,WAS,rushing,401772827,11,68,6.2,0,14
Austin Ekeler,WAS,rushing,401772827,6,26,4.3,0,6
Jeremy McNichols,WAS,rushing,401772827,4,25,6.3,0,13
Deebo Samuel,WAS,rushing,401772827,1,19,19.0,1,19
