player,team,stat_category,game_id,car,yds,avg,td,long
J.K. Dobbins,LAC,angeles rushing,401671878,9,26,2.9,0,8
Gus Edwards,LAC,angeles rushing,401671878,7,22,3.1,0,8
Hassan Haskins,LAC,angeles rushing,401671878,1,5,5.0,0,5
Derius Davis,LAC,angeles rushing,401671878,1,-3,-3.0,0,-3
