player,team,stat_category,game_id,car,yds,avg,td,long
Alvin Kamara,NE,orleans rushing,401772718,11,45,4.1,1,18
Spencer Rattler,NE,orleans rushing,401772718,4,29,7.3,0,12
Kendre Miller,NE,orleans rushing,401772718,5,24,4.8,0,10
Devin Neal,NE,orleans rushing,401772718,2,9,4.5,0,5
