player,team,stat_category,game_id,car,yds,avg,td,long
Christian McCaffrey,SF,francisco rushing,401772831,22,69,3.1,0,13
Brian Robinson Jr.,SF,francisco rushing,401772831,9,33,3.7,0,9
Brock Purdy,SF,francisco rushing,401772831,5,17,3.4,0,9
