player,team,stat_category,game_id,rec,yds,avg,td,long,tgts
Courtland Sutton,DEN,receiving,401671881,5,75,15.0,0,21,9
Troy Franklin,DEN,receiving,401671881,2,54,27.0,1,43,3
Javonte Williams,DEN,receiving,401671881,2,14,7.0,0,7,2
Marvin Mims Jr.,DEN,receiving,401671881,2,12,6.0,0,15,4
Adam Trautman,DEN,receiving,401671881,1,2,2.0,0,2,1
Lucas Krull,DEN,receiving,401671881,1,2,2.0,0,2,1
Devaughn Vele,DEN,receiving,401671881,0,0,0.0,0,0,2
Jaleel McLaughlin,DEN,receiving,401671881,1,0,0.0,0,0,1
