player,team,stat_category,game_id,rec,yds,avg,td,long,tgts
DeVonta Smith,PHI,receiving,401671880,4,55,13.8,0,28,4
Dallas Goedert,PHI,receiving,401671880,4,47,11.8,1,24,6
Jahan Dotson,PHI,receiving,401671880,1,11,11.0,1,11,2
A.J. Brown,PHI,receiving,401671880,1,10,10.0,0,10,3
Grant Calcaterra,PHI,receiving,401671880,1,4,4.0,0,4,1
Saquon Barkley,PHI,receiving,401671880,2,4,2.0,0,4,2
