player,team,stat_category,game_id,car,yds,avg,td,long
Omarion Hampton,LAC,angeles rushing,401772714,15,48,3.2,0,11
Justin Herbert,LAC,angeles rushing,401772714,7,32,4.6,0,19
Najee Harris,LAC,angeles rushing,401772714,1,5,5.0,0,5
Derius Davis,LAC,angeles rushing,401772714,1,3,3.0,0,3
Tyler Conklin,LAC,angeles rushing,401772714,1,2,2.0,0,2
