player,team,stat_category,game_id,rec,yds,avg,td,long,tgts
Sam LaPorta,DET,receiving,401772722,6,79,13.2,0,32,9
Amon-Ra St. Brown,DET,receiving,401772722,4,45,11.3,0,19,6
Jahmyr Gibbs,DET,receiving,401772722,10,31,3.1,0,7,10
Jameson Williams,DET,receiving,401772722,4,23,5.8,0,11,5
David Montgomery,DET,receiving,401772722,4,18,4.5,0,7,4
Kalif Raymond,DET,receiving,401772722,2,16,8.0,0,9,3
Isaac TeSlaa,DET,receiving,401772722,1,13,13.0,1,13,1
