player,team,stat_category,game_id,rec,yds,avg,td,long,tgts
Garrett Wilson,NE,york receiving,401772721,7,95,13.6,1,33,9
Breece Hall,NE,york receiving,401772721,2,38,19.0,0,33,4
Tyler Johnson,NE,york receiving,401772721,2,31,15.5,0,24,2
Mason Taylor,NE,york receiving,401772721,1,20,20.0,0,20,1
Josh Reynolds,NE,york receiving,401772721,2,18,9.0,0,13,3
Jeremy Ruckert,NE,york receiving,401772721,2,16,8.0,0,12,2
