player,team,stat_category,game_id,car,yds,avg,td,long
Jordan Mason,MIN,rushing,401772810,15,68,4.5,0,19
J.J. McCarthy,MIN,rushing,401772810,2,25,12.5,1,14
Aaron Jones Sr.,MIN,rushing,401772810,8,23,2.9,0,9
Justin Jefferson,MIN,rushing,401772810,1,4,4.0,0,4
