player,team,stat_category,game_id,car,yds,avg,td,long
Nick Chubb,HOU,rushing,401772723,13,60,4.6,0,13
C.J. Stroud,HOU,rushing,401772723,5,32,6.4,0,14
Dare Ogunbowale,HOU,rushing,401772723,2,9,4.5,0,7
Xavier Hutchinson,HOU,rushing,401772723,1,5,5.0,0,5
Dameon Pierce,HOU,rushing,401772723,3,5,1.7,0,2
Woody Marks,HOU,rushing,401772723,3,3,1.0,0,2
