player,team,stat_category,game_id,car,yds,avg,td,long
Jaylen Warren,PIT,rushing,401772721,11,37,3.4,0,9
Kenneth Gainwell,PIT,rushing,401772721,7,19,2.7,0,6
Aaron Rodgers,PIT,rushing,401772721,1,-1,-1.0,0,-1
Kaleb Johnson,PIT,rushing,401772721,1,-2,-2.0,0,-2
