player,team,stat_category,game_id,car,yds,avg,td,long
Tyler Allgeier,ATL,rushing,401772830,10,24,2.4,0,5
Bijan Robinson,ATL,rushing,401772830,12,24,2.0,0,6
Michael Penix Jr.,ATL,rushing,401772830,6,21,3.5,1,12
