player,team,stat_category,game_id,rec,yds,avg,td,long,tgts
Curtis Samuel,BUF,receiving,401671881,3,68,22.7,1,55,3
Khalil Shakir,BUF,receiving,401671881,6,61,10.2,0,15,6
Dalton Kincaid,BUF,receiving,401671881,3,47,15.7,0,35,3
Dawson Knox,BUF,receiving,401671881,2,38,19.0,0,25,3
Ty Johnson,BUF,receiving,401671881,2,26,13.0,1,24,2
Mack Hollins,BUF,receiving,401671881,1,19,19.0,0,19,2
Amari Cooper,BUF,receiving,401671881,2,8,4.0,0,5,3
Keon Coleman,BUF,receiving,401671881,1,5,5.0,0,5,3
