player,team,stat_category,game_id,rec,yds,avg,td,long,tgts
Juwan Johnson,NE,orleans receiving,401772718,8,76,9.5,0,21,11
Chris Olave,NE,orleans receiving,401772718,7,54,7.7,0,13,13
Rashid Shaheed,NE,orleans receiving,401772718,6,33,5.5,0,17,9
Brandin Cooks,NE,orleans receiving,401772718,3,26,8.7,0,12,4
Devaughn Vele,NE,orleans receiving,401772718,1,13,13.0,0,13,2
Alvin Kamara,NE,orleans receiving,401772718,2,12,6.0,0,7,2
