player,team,stat_category,game_id,car,yds,avg,td,long
Kyren Williams,LAC,angeles rushing,401671882,16,76,4.8,0,17
Ronnie Rivers,LAC,angeles rushing,401671882,3,8,2.7,0,5
Puka Nacua,LAC,angeles rushing,401671882,1,7,7.0,0,7
Matthew Stafford,LAC,angeles rushing,401671882,2,-1,-0.5,0,0
