player,team,stat_category,game_id,rec,yds,avg,td,long,tgts
Aaron Jones Sr.,MIN,receiving,401772810,3,44,14.7,1,27,3
Justin Jefferson,MIN,receiving,401772810,4,44,11.0,1,17,7
Jalen Nailor,MIN,receiving,401772810,1,28,28.0,0,28,3
T.J. Hockenson,MIN,receiving,401772810,3,15,5.0,0,9,4
Jordan Mason,MIN,receiving,401772810,1,7,7.0,0,7,1
Josh Oliver,MIN,receiving,401772810,1,5,5.0,0,5,1
Adam Thielen,MIN,receiving,401772810,0,0,0.0,0,0,1
