player,team,stat_category,game_id,car,yds,avg,td,long
Travis Etienne Jr.,JAX,rushing,401772828,16,143,8.9,0,71
Trevor Lawrence,JAX,rushing,401772828,4,12,3.0,0,10
Tank Bigsby,JAX,rushing,401772828,5,12,2.4,0,4
Bhayshul Tuten,JAX,rushing,401772828,3,11,3.7,0,8
Brian Thomas Jr.,JAX,rushing,401772828,1,9,9.0,1,9
LeQuint Allen Jr.,JAX,rushing,401772828,1,7,7.0,0,7
Dyami Brown,JAX,rushing,401772828,2,6,3.0,0,4
