player,team,stat_category,game_id,rec,yds,avg,td,long,tgts
Zay Flowers,BAL,receiving,401772918,7,143,20.4,1,39,9
DeAndre Hopkins,BAL,receiving,401772918,2,35,17.5,1,29,2
Derrick Henry,BAL,receiving,401772918,1,13,13.0,0,13,1
Rashod Bateman,BAL,receiving,401772918,2,10,5.0,0,5,4
Mark Andrews,BAL,receiving,401772918,1,5,5.0,0,5,1
Justice Hill,BAL,receiving,401772918,1,3,3.0,0,3,2
